[Fri Aug 22 08:20:54.305777 2014] [:error] [pid 2339] [client 127.0.0.1:42484] PHP Notice:  Undefined index: id in /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/UnitOfWork.php on line 2538, referer: http://nfce/
[Wed Aug 27 10:52:42.552582 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 10:52:42.552628 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Wed Aug 27 10:52:42.552674 2014] [:error] [pid 3866] [client 127.0.0.1:45049] PHP  13. DsmCommon\\Entity\\EntityBase->toArray() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:82, referer: http://meunfce/
[Wed Aug 27 15:10:41.919650 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP Notice:  Undefined index: id in /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/UnitOfWork.php on line 2538, referer: http://meunfce/
[Wed Aug 27 15:10:41.944074 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP Stack trace:, referer: http://meunfce/
[Wed Aug 27 15:10:41.944139 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Wed Aug 27 15:10:41.944151 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Wed Aug 27 15:10:41.944163 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Wed Aug 27 15:10:41.944173 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 15:10:41.944182 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.944192 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.944201 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Wed Aug 27 15:10:41.944211 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Wed Aug 27 15:10:41.944220 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 15:10:41.944229 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.944238 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.944249 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Wed Aug 27 15:10:41.944258 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  13. Doctrine\\ORM\\AbstractQuery->getResult() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:78, referer: http://meunfce/
[Wed Aug 27 15:10:41.944267 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  14. Doctrine\\ORM\\AbstractQuery->execute() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:542, referer: http://meunfce/
[Wed Aug 27 15:10:41.944276 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  15. Doctrine\\ORM\\Internal\\Hydration\\AbstractHydrator->hydrateAll() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:751, referer: http://meunfce/
[Wed Aug 27 15:10:41.944286 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  16. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateAllData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/AbstractHydrator.php:111, referer: http://meunfce/
[Wed Aug 27 15:10:41.944295 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  17. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateRowData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:150, referer: http://meunfce/
[Wed Aug 27 15:10:41.944310 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  18. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->_getEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:479, referer: http://meunfce/
[Wed Aug 27 15:10:41.944319 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  19. Doctrine\\ORM\\UnitOfWork->createEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:246, referer: http://meunfce/
[Wed Aug 27 15:10:41.946866 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP Fatal error:  Call to undefined method DoctrineORMModule\\Proxy\\__CG__\\DsmCommon\\Entity\\Usuario::toArray() in /var/www/meunfce/module/DsmCommon/src/DsmCommon/Entity/EntityBase.php on line 59, referer: http://meunfce/
[Wed Aug 27 15:10:41.946898 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP Stack trace:, referer: http://meunfce/
[Wed Aug 27 15:10:41.946918 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Wed Aug 27 15:10:41.946928 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Wed Aug 27 15:10:41.946938 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Wed Aug 27 15:10:41.946948 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 15:10:41.946957 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.946967 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.946976 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Wed Aug 27 15:10:41.946985 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Wed Aug 27 15:10:41.946995 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 15:10:41.947004 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.947013 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 15:10:41.947023 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Wed Aug 27 15:10:41.947032 2014] [:error] [pid 3239] [client 127.0.0.1:42993] PHP  13. DsmCommon\\Entity\\EntityBase->toArray() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:82, referer: http://meunfce/
[Wed Aug 27 16:43:14.354155 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP Notice:  Undefined index: id in /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/UnitOfWork.php on line 2538, referer: http://meunfce/
[Wed Aug 27 16:43:14.359568 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP Stack trace:, referer: http://meunfce/
[Wed Aug 27 16:43:14.359660 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Wed Aug 27 16:43:14.359714 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Wed Aug 27 16:43:14.359764 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Wed Aug 27 16:43:14.359813 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 16:43:14.359861 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.359909 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.359957 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Wed Aug 27 16:43:14.360032 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Wed Aug 27 16:43:14.360080 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 16:43:14.360127 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.360175 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.360222 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Wed Aug 27 16:43:14.360270 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  13. Doctrine\\ORM\\AbstractQuery->getResult() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:78, referer: http://meunfce/
[Wed Aug 27 16:43:14.360316 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  14. Doctrine\\ORM\\AbstractQuery->execute() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:542, referer: http://meunfce/
[Wed Aug 27 16:43:14.360364 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  15. Doctrine\\ORM\\Internal\\Hydration\\AbstractHydrator->hydrateAll() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/AbstractQuery.php:751, referer: http://meunfce/
[Wed Aug 27 16:43:14.360425 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  16. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateAllData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/AbstractHydrator.php:111, referer: http://meunfce/
[Wed Aug 27 16:43:14.360472 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  17. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->hydrateRowData() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:150, referer: http://meunfce/
[Wed Aug 27 16:43:14.360518 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  18. Doctrine\\ORM\\Internal\\Hydration\\ObjectHydrator->_getEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:479, referer: http://meunfce/
[Wed Aug 27 16:43:14.360563 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  19. Doctrine\\ORM\\UnitOfWork->createEntity() /var/www/meunfce/vendor/doctrine/orm/lib/Doctrine/ORM/Internal/Hydration/ObjectHydrator.php:246, referer: http://meunfce/
[Wed Aug 27 16:43:14.363422 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP Fatal error:  Call to undefined method DoctrineORMModule\\Proxy\\__CG__\\DsmCommon\\Entity\\Usuario::toArray() in /var/www/meunfce/module/DsmCommon/src/DsmCommon/Entity/EntityBase.php on line 59, referer: http://meunfce/
[Wed Aug 27 16:43:14.363566 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP Stack trace:, referer: http://meunfce/
[Wed Aug 27 16:43:14.363630 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   1. {main}() /var/www/meunfce/public/index.php:0, referer: http://meunfce/
[Wed Aug 27 16:43:14.363679 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   2. Zend\\Mvc\\Application->run() /var/www/meunfce/public/index.php:12, referer: http://meunfce/
[Wed Aug 27 16:43:14.363727 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   3. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Application.php:309, referer: http://meunfce/
[Wed Aug 27 16:43:14.363774 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   4. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 16:43:14.363820 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   5. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.363866 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   6. Zend\\Mvc\\DispatchListener->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.363913 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   7. Zend\\Mvc\\Controller\\AbstractController->dispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/DispatchListener.php:114, referer: http://meunfce/
[Wed Aug 27 16:43:14.363959 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   8. Zend\\EventManager\\EventManager->trigger() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractController.php:117, referer: http://meunfce/
[Wed Aug 27 16:43:14.364005 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP   9. Zend\\EventManager\\EventManager->triggerListeners() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:207, referer: http://meunfce/
[Wed Aug 27 16:43:14.364051 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  10. call_user_func() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.364098 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  11. Zend\\Mvc\\Controller\\AbstractActionController->onDispatch() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/EventManager/EventManager.php:468, referer: http://meunfce/
[Wed Aug 27 16:43:14.364162 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  12. DsmCommon\\Controller\\CrudController->getAllAction() /var/www/meunfce/vendor/zendframework/zendframework/library/Zend/Mvc/Controller/AbstractActionController.php:83, referer: http://meunfce/
[Wed Aug 27 16:43:14.364209 2014] [:error] [pid 5236] [client 127.0.0.1:43939] PHP  13. DsmCommon\\Entity\\EntityBase->toArray() /var/www/meunfce/module/DsmCommon/src/DsmCommon/Controller/CrudController.php:82, referer: http://meunfce/
[Fri Aug 29 13:22:45.854264 2014] [core:alert] [pid 8227] [client 127.0.0.1:56696] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:22:48.061667 2014] [core:alert] [pid 8228] [client 127.0.0.1:56697] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:09.957029 2014] [core:alert] [pid 8229] [client 127.0.0.1:56698] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:10.256552 2014] [core:alert] [pid 8230] [client 127.0.0.1:56699] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:10.509339 2014] [core:alert] [pid 8231] [client 127.0.0.1:56700] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:10.729740 2014] [core:alert] [pid 8227] [client 127.0.0.1:56701] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:11.245501 2014] [core:alert] [pid 8228] [client 127.0.0.1:56702] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:20.795462 2014] [core:alert] [pid 8300] [client 127.0.0.1:56703] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:22.424014 2014] [core:alert] [pid 8301] [client 127.0.0.1:56704] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:22.652532 2014] [core:alert] [pid 8302] [client 127.0.0.1:56705] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:22.823717 2014] [core:alert] [pid 8303] [client 127.0.0.1:56706] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:23:23.003339 2014] [core:alert] [pid 8304] [client 127.0.0.1:56707] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:24:39.380422 2014] [core:alert] [pid 8404] [client 127.0.0.1:56708] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:24:40.218270 2014] [core:alert] [pid 8405] [client 127.0.0.1:56709] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:24:41.127962 2014] [core:alert] [pid 8407] [client 127.0.0.1:56710] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:24:46.763472 2014] [core:alert] [pid 8406] [client 127.0.0.1:56711] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:27:19.674123 2014] [core:alert] [pid 8538] [client 127.0.0.1:56712] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:27:20.158922 2014] [core:alert] [pid 8539] [client 127.0.0.1:56713] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:27:20.964129 2014] [core:alert] [pid 8540] [client 127.0.0.1:56714] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Fri Aug 29 13:29:53.053449 2014] [core:alert] [pid 8721] [client 127.0.0.1:56715] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Sat Aug 30 15:51:57.487932 2014] [core:alert] [pid 1567] [client 127.0.0.1:35376] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Sat Aug 30 15:51:57.657737 2014] [core:alert] [pid 1569] [client 127.0.0.1:35377] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Sat Aug 30 15:51:57.659182 2014] [core:alert] [pid 1568] [client 127.0.0.1:35378] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
[Sat Aug 30 15:52:02.805384 2014] [core:alert] [pid 1570] [client 127.0.0.1:35379] /var/www/m2smart-Zend/public/.htaccess: Invalid command 'RewriteEngine', perhaps misspelled or defined by a module not included in the server configuration
